番号,駅名,ふりがな,所在地（都道府県・市町村名）,乗り入れ路線名１（上位２路線）,乗り入れ路線名２（上位２路線）
362,菖蒲池,あやめいけ,奈良県奈良市,近鉄奈良線,
363,あやめ公園,あやめこうえん,山形県長井市,山形鉄道フラワー長井線,
364,綾羅木,あやらぎ,山口県下関市,ＪＲ西日本　山陰本線,
365,鮎貝,あゆかい,山形県白鷹町,山形鉄道フラワー長井線,
366,鮎川,あゆかわ,秋田県由利町,由利高原鉄道鳥海山ろく線,
367,鮎川,あゆかわ,茨城県日立市,日立電鉄,
368,新井,あらい,新潟県新井市,ＪＲ東日本　信越本線,
369,荒井,あらい,兵庫県高砂市,山陽電気鉄道本線,
370,新井宿,あらいじゅく,埼玉県川口市,埼玉高速鉄道,
371,新居町,あらいまち,静岡県新居町,ＪＲ東海　東海道本線,
372,新井薬師前,あらいやくしまえ,東京都中野区,西武新宿線,
373,荒尾,あらお,岐阜県大垣市,ＪＲ東海　東海道本線＜美濃赤坂線＞,
374,荒尾,あらお,熊本県荒尾市,ＪＲ九州　鹿児島本線,
375,荒河かしの木台,あらがかしのきだい,京都府福知山市,北近畿タンゴ鉄道宮福線,
376,荒川一中前,あらかわいっちゅうまえ,東京都荒川区,＃東京都営荒川線,
377,荒川沖,あらかわおき,茨城県土浦市,ＪＲ東日本　常磐線,
378,荒川区役所前,あらかわくやくしょまえ,東京都荒川区,＃東京都営荒川線,
379,荒川車庫前,あらかわしゃこまえ,東京都荒川区,＃東京都営荒川線,
380,荒川七丁目,あらかわななちょうめ,東京都荒川区,＃東京都営荒川線,
381,荒川二丁目,あらかわにちょうめ,東京都荒川区,＃東京都営荒川線,
382,荒川遊園地前,あらかわゆうえんちまえ,東京都荒川区,＃東京都営荒川線,
383,新木,あらき,千葉県我孫子市,ＪＲ東日本　成田線,
384,荒木,あらき,福岡県久留米市,ＪＲ九州　鹿児島本線,
385,荒島,あらしま,島根県安来市,ＪＲ西日本　山陰本線,
386,嵐山,あらしやま,京都府京都市右京区,＃京福電気鉄道嵐山本線,
387,嵐山,あらしやま,京都府京都市西京区,阪急嵐山線,
388,荒瀬,あらせ,秋田県阿仁町,秋田内陸縦貫鉄道秋田内陸線,
389,新野,あらたの,徳島県阿南市,ＪＲ四国　牟岐線,
390,荒田八幡,あらたはちまん,鹿児島県鹿児島市,＃鹿児島市営[谷山線],
391,新瑞橋,あらたまばし,愛知県名古屋市瑞穂区,名古屋市営４号線,名古屋市営桜通線
392,荒砥,あらと,山形県白鷹町,山形鉄道フラワー長井線,
393,荒畑,あらはた,愛知県名古屋市昭和区,名古屋市営鶴舞線,
394,荒浜,あらはま,新潟県刈羽村,ＪＲ東日本　越後線,
395,荒町,あらまち,宮城県若柳町,くりはら田園鉄道,
396,荒町,あらまち,富山県富山市,＃富山地方鉄道[本線],
397,荒本,あらもと,大阪府東大阪市,近鉄東大阪線,
398,新屋,あらや,秋田県秋田市,ＪＲ東日本　羽越本線,
399,新屋,あらや,群馬県粕川村,上毛電気鉄道上毛線,
400,荒屋新町,あらやしんまち,岩手県安代町,ＪＲ東日本　花輪線,
401,荒谷前,あらやまえ,岩手県宮守村,ＪＲ東日本　釜石線,
402,有明,ありあけ,東京都江東区,ゆりかもめ東京臨海新交通臨海線,
403,有明,ありあけ,長野県穂高町,ＪＲ東日本　大糸線,
404,有井,ありい,三重県熊野市,ＪＲ東海　紀勢本線,
405,有井川,ありいがわ,高知県大方町,土佐くろしお鉄道中村線,
406,有家,ありえ,長崎県有家町,島原鉄道,
407,有岡,ありおか,高知県中村市,土佐くろしお鉄道宿毛線,
408,有壁,ありかべ,宮城県金成町,ＪＲ東日本　東北本線,
409,有佐,ありさ,熊本県鏡町,ＪＲ九州　鹿児島本線,
410,有栖川,ありすがわ,京都府京都市右京区,＃京福電気鉄道嵐山本線,
411,有田,ありた,佐賀県有田町,ＪＲ九州　佐世保線,松浦鉄道西九州線
412,有戸,ありと,青森県野辺地町,ＪＲ東日本　大湊線,
413,有畑,ありはた,青森県横浜町,ＪＲ東日本　大湊線,
414,有馬温泉,ありまおんせん,兵庫県神戸市北区,神戸電鉄有馬線,
415,有間川,ありまがわ,新潟県上越市,ＪＲ西日本　北陸本線,
416,有馬口,ありまぐち,兵庫県神戸市北区,神戸電鉄有馬線,神戸電鉄三田線
417,有松,ありまつ,愛知県名古屋市緑区,名鉄名古屋本線,
418,有馬吉川,ありまよしかわ,長崎県南有馬町,島原鉄道,
419,有峰口,ありみねぐち,富山県大山町,富山地方鉄道立山線,
420,在良,ありよし,三重県桑名市,近鉄北勢線,
421,安和,あわ,高知県須崎市,ＪＲ四国　土讃線,
422,阿波赤石,あわあかいし,徳島県小松島市,ＪＲ四国　牟岐線,
423,安房天津,あわあまつ,千葉県天津小湊町,ＪＲ東日本　外房線,
424,粟井,あわい,愛媛県北条市,ＪＲ四国　予讃線,
425,阿波池田,あわいけだ,徳島県池田町,ＪＲ四国　土讃線,
426,阿波大谷,あわおおたに,徳島県鳴門市,ＪＲ四国　鳴門線,
427,阿波大宮,あわおおみや,徳島県板野町,ＪＲ四国　高徳線,
428,阿波海南,あわかいなん,徳島県海南町,ＪＲ四国　牟岐線,
429,粟ヶ崎,あわがさき,石川県内灘町,北陸鉄道浅野川線,
430,安房勝山,あわかつやま,千葉県鋸南町,ＪＲ東日本　内房線,
431,阿波加茂,あわかも,徳島県三加茂町,ＪＲ四国　徳島線,
432,安房鴨川,あわかもがわ,千葉県鴨川市,ＪＲ東日本　外房線,ＪＲ東日本　内房線
433,阿波川口,あわかわぐち,徳島県山城町,ＪＲ四国　土讃線,
434,阿波川島,あわかわしま,徳島県川島町,ＪＲ四国　徳島線,
435,阿波川端,あわかわばた,徳島県板野町,ＪＲ四国　高徳線,
436,あわくら温泉,あわくらおんせん,岡山県西粟倉村,智頭急行智頭線,
437,安房小湊,あわこみなと,千葉県天津小湊町,ＪＲ東日本　外房線,
438,阿波座,あわざ,大阪府大阪市西区,大阪市営千日前線,大阪市営中央線
439,淡路,あわじ,大阪府大阪市東淀川区,阪急京都本線,阪急千里線
440,淡路町,あわじちょう,東京都千代田区,営団丸ノ内線,
441,阿波橘,あわたちばな,徳島県阿南市,ＪＲ四国　牟岐線,
442,粟津,あわづ,石川県小松市,ＪＲ西日本　北陸本線,
443,粟津,あわづ,滋賀県大津市,京阪石山坂本線,
444,阿波富田,あわとみだ,徳島県徳島市,ＪＲ四国　牟岐線,
445,阿波中島,あわなかしま,徳島県那賀川町,ＪＲ四国　牟岐線,
446,粟野,あわの,福井県敦賀市,ＪＲ西日本　小浜線,
447,阿波半田,あわはんだ,徳島県半田町,ＪＲ四国　徳島線,
448,阿波福井,あわふくい,徳島県阿南市,ＪＲ四国　牟岐線,
449,粟屋,あわや,広島県三次市,ＪＲ西日本　三江線,
450,阿波山川,あわやまかわ,徳島県山川町,ＪＲ四国　徳島線,
451,芦原温泉,あわらおんせん,福井県金津町,ＪＲ西日本　北陸本線,
452,芦原湯町,あわらゆのまち,福井県芦原町,京福電気鉄道三国芦原線,
453,安城,あんじょう,愛知県安城市,ＪＲ東海　東海道本線,
454,安針塚,あんじんづか,神奈川県横須賀市,京急本線,
455,安善,あんぜん,神奈川県横浜市鶴見区,ＪＲ東日本　鶴見線,
456,安足間,あんたろま,北海道愛別町,ＪＲ北海道　石北本線,
457,安堂,あんどう,大阪府柏原市,近鉄大阪線,
458,安徳,あんとく,長崎県島原市,島原鉄道,
459,安中,あんなか,群馬県安中市,ＪＲ東日本　信越本線,
460,安中榛名,あんなかはるな,群馬県安中市,ＪＲ東日本　北陸新幹線,
461,安立町,あんりゅうまち,大阪府大阪市住吉区,＃阪堺電気軌道阪堺線,
462,飯井,いい,山口県萩市,ＪＲ西日本　山陰本線,
463,飯岡,いいおか,千葉県海上町,ＪＲ東日本　総武本線,
464,飯倉,いいぐら,千葉県八日市場市,ＪＲ東日本　総武本線,
465,飯坂温泉,いいざかおんせん,福島県福島市,福島交通飯坂線,
466,飯島,いいじま,長野県飯島町,ＪＲ東海　飯田線,
467,飯田,いいだ,長野県飯田市,ＪＲ東海　飯田線,
468,飯田,いいだ,石川県珠洲市,のと鉄道能登線,
469,飯田岡,いいだおか,神奈川県小田原市,伊豆箱根鉄道大雄山線,
470,飯田橋,いいだばし,東京都千代田区,ＪＲ東日本　中央本線,営団東西線
471,飯塚,いいづか,福岡県飯塚市,ＪＲ九州　筑豊本線,
472,飯詰,いいづめ,秋田県仙南村,ＪＲ東日本　奥羽本線,
473,飯沼,いいぬま,岐阜県中津川市,明知鉄道明知線,
474,飯浦,いいのうら,島根県益田市,ＪＲ西日本　山陰本線,
475,飯羽間,いいばま,岐阜県岩村町,明知鉄道明知線,
476,飯森,いいもり,長野県白馬村,ＪＲ東日本　大糸線,
477,飯山,いいやま,長野県飯山市,ＪＲ東日本　飯山線,
478,家城,いえき,三重県白山町,ＪＲ東海　名松線,
479,家地川,いえぢがわ,高知県窪川町,ＪＲ四国　予土線,
480,家中,いえなか,栃木県都賀町,東武日光線,
481,家久,いえひさ,福井県武生市,福井鉄道福武線,
482,家山,いえやま,静岡県川根町,大井川鐵道大井川本線,
483,医王寺前,いおうじまえ,福島県福島市,福島交通飯坂線,
484,伊尾木,いおき,高知県安芸市,土佐くろしお鉄道阿佐線,
485,井荻,いおぎ,東京都杉並区,西武新宿線,
486,伊賀,いが,福岡県粕屋町,ＪＲ九州　香椎線,
487,伊賀上野,いがうえの,三重県上野市,ＪＲ西日本　関西本線,近鉄伊賀線
488,伊香牛,いかうし,北海道当麻町,ＪＲ北海道　石北本線,
489,伊賀神戸,いがかんべ,三重県上野市,近鉄大阪線,近鉄伊賀線
490,伊賀上津,いがこうづ,三重県青山町,近鉄大阪線,
491,五十崎,いかざき,愛媛県五十崎町,ＪＲ四国　内子線,
492,五十島,いがしま,新潟県三川村,ＪＲ東日本　磐越西線,
493,伊上,いがみ,山口県油谷町,ＪＲ西日本　山陰本線,
494,伊賀屋,いがや,佐賀県佐賀市,ＪＲ九州　長崎本線,
495,碇ヶ関,いかりがせき,青森県碇ヶ関村,ＪＲ東日本　奥羽本線,
496,井川,いかわ,静岡県静岡市,大井川鐵道井川線,
497,井川さくら,いかわさくら,秋田県井川町,ＪＲ東日本　奥羽本線,
498,伊賀和志,いかわし,広島県作木村,ＪＲ西日本　三江線,
499,伊川谷,いかわだに,兵庫県神戸市西区,神戸市営西神延伸線,
500,一貴山,いきさん,福岡県二丈町,ＪＲ九州　筑肥線,
501,軍畑,いくさばた,東京都青梅市,ＪＲ東日本　青梅線,
502,生地,いくじ,富山県黒部市,ＪＲ西日本　北陸本線,
503,生田,いくた,神奈川県川崎市多摩区,小田急小田原線,
504,生田原,いくたはら,北海道生田原町,ＪＲ北海道　石北本線,
505,幾寅,いくとら,北海道南富良野町,ＪＲ北海道　根室本線,
506,生野,いくの,北海道生田原町,ＪＲ北海道　石北本線,
507,生野,いくの,兵庫県生野町,ＪＲ西日本　播但線,
508,生野屋,いくのや,山口県下松市,ＪＲ西日本　岩徳線,
509,居組,いぐみ,兵庫県浜坂町,ＪＲ西日本　山陰本線,
510,井倉,いくら,岡山県新見市,ＪＲ西日本　伯備線,
511,池上,いけがみ,東京都大田区,東急池上線,
512,池下,いけした,愛知県名古屋市千種区,名古屋市営東山線,
513,池尻,いけじり,福岡県川崎町,ＪＲ九州　日田彦山線,
514,池尻大橋,いけじりおおはし,東京都世田谷区,東急田園都市線,
515,池田,いけだ,北海道池田町,ＪＲ北海道　根室本線,北海道ちほく高原鉄道ふるさと銀河線
516,池田,いけだ,大阪府池田市,阪急宝塚本線,
517,池田,いけだ,熊本県熊本市,熊本電気鉄道菊池線,
518,池田園,いけだえん,北海道七飯町,ＪＲ北海道　函館本線（佐原線）,
519,池月,いけづき,宮城県岩出山町,ＪＲ東日本　陸羽東線,
520,池野,いけの,岐阜県池田町,近鉄養老線,
521,池ノ上,いけのうえ,東京都世田谷区,京王井の頭線,
522,池の浦,いけのうら,三重県鳥羽市,近鉄鳥羽線,
523,池谷,いけのたに,徳島県鳴門市,ＪＲ四国　高徳線,ＪＲ四国　鳴門線
524,池戸,いけのべ,香川県三木町,高松琴平電気鉄道長尾線,
525,池場,いけば,愛知県鳳来町,ＪＲ東海　飯田線,
526,池袋,いけぶくろ,東京都豊島区,ＪＲ東日本　山手線,ＪＲ東日本　赤羽線
527,池部,いけべ,奈良県河合町,近鉄田原本線,
528,いこいの広場,いこいのひろば,静岡県掛川市,天竜浜名湖鉄道天竜浜名湖線,
529,いこいの村,いこいのむら,熊本県阿蘇町,ＪＲ九州　豊肥本線,
530,生駒,いこま,奈良県生駒市,近鉄奈良線,近鉄生駒線
531,生駒山上,いこまさんじょう,奈良県生駒市,＄近鉄生駒鋼索線,
532,石原,いさ,京都府福知山市,ＪＲ西日本　山陰本線,
533,井細田,いさいだ,神奈川県小田原市,伊豆箱根鉄道大雄山線,
534,諫早,いさはや,長崎県諌早市,ＪＲ九州　長崎本線,ＪＲ九州　大村線
535,諫早東高校前,いさはやひがしこうこうまえ,長崎県森山町,島原鉄道,
536,伊佐領,いさりょう,山形県小国町,ＪＲ東日本　米坂線,
537,石和温泉,いさわおんせん,山梨県石和町,ＪＲ東日本　中央本線,
538,石井,いしい,兵庫県佐用町,智頭急行智頭線,
539,石井,いしい,徳島県石井町,ＪＲ四国　徳島線,
540,石打,いしうち,新潟県塩沢町,ＪＲ東日本　上越線,
541,石打ダム,いしうちだむ,熊本県三角町,ＪＲ九州　三角線,
542,石岡,いしおか,茨城県石岡市,ＪＲ東日本　常磐線,鹿島鉄道
543,石岡南台,いしおかみなみだい,茨城県石岡市,鹿島鉄道,
544,石蟹,いしが,岡山県新見市,ＪＲ西日本　伯備線,
545,石垣,いしかき,鹿児島県頴娃町,ＪＲ九州　指宿枕崎線,
546,石上,いしがみ,神奈川県藤沢市,江ノ島電鉄,
547,石神前,いしがみまえ,東京都青梅市,ＪＲ東日本　青梅線,
548,石狩金沢,いしかりかなざわ,北海道当別町,ＪＲ北海道　札沼線,
549,石狩月形,いしかりつきがた,北海道月形町,ＪＲ北海道　札沼線,
550,石狩当別,いしかりとうべつ,北海道当別町,ＪＲ北海道　札沼線,
551,石狩沼田,いしかりぬまた,北海道沼田町,ＪＲ北海道　留萌本線,
552,石狩太美,いしかりふとみ,北海道当別町,ＪＲ北海道　札沼線,
553,石川,いしかわ,青森県弘前市,ＪＲ東日本　奥羽本線,
554,石川,いしかわ,青森県弘前市,弘南鉄道大鰐線,
555,石川台,いしかわだい,東京都大田区,東急池上線,
556,石川町,いしかわちょう,神奈川県横浜市中区,ＪＲ東日本　根岸線,
557,石切,いしきり,大阪府東大阪市,近鉄奈良線,
558,石倉,いしくら,北海道森町,ＪＲ北海道　函館本線,
559,石下,いしげ,茨城県石下町,関東鉄道常総線,
560,石越,いしこし,宮城県石越町,ＪＲ東日本　東北本線,くりはら田園鉄道
561,石才,いしざい,大阪府貝塚市,水間鉄道水間線,
562,石地,いしじ,新潟県西山町,ＪＲ東日本　越後線,
